Start-------------------------
2015-04-18 23:43:04.852	
----------------------------
14	0	1	0	1
2	0	25	0	25
2	0	33	0	33
2	0	42	0	42
2	0	30	0	30
2	0	39	0	39
2	0	32	0	32
2	0	31	0	31
2	0	42	0	42
2	0	34	0	34
2	0	33	0	33
2	0	42	0	42
2	0	30	0	30
2	0	38	0	38
2	0	41	0	41
2	0	34	0	34
2	0	38	0	38
2	0	35	0	35
2	0	39	0	39
2	0	39	0	39
2	0	40	0	40
2	0	39	0	39
2	0	34	0	34
2	0	38	0	38
2	0	38	0	38
2	0	39	0	39
2	0	39	0	39
2	0	38	0	38
2	0	41	0	41
2	0	43	0	43
2	0	41	0	41
2	0	42	0	42
2	0	42	0	42
2	0	43	0	43
2	0	40	0	40
2	0	42	0	42
2	0	42	0	42
2	0	42	0	42
2	0	50	0	50
2	0	56	0	56
2	0	44	0	44
2	0	56	0	56
2	0	56	0	56
2	0	57	0	57
2	0	57	0	57
2	0	57	0	57
2	0	57	0	57
2	0	56	0	56
2	0	56	0	56
2	0	52	0	52
2	0	36	0	36
2	0	58	0	58
2	0	58	0	58
2	0	62	0	62
2	0	65	0	65
2	0	66	0	66
2	0	68	0	68
2	0	62	0	62
2	0	67	0	67
2	0	69	0	69
2	0	71	0	71
2	0	71	0	71
2	0	71	0	71
2	0	69	0	69
2	0	79	0	79
2	0	51	0	51
2	0	61	0	61
2	0	77	0	77
2	0	72	0	72
2	0	74	0	74
2	0	82	0	82
2	0	89	0	89
2	0	89	0	89
2	0	92	0	92
2	0	89	0	89
2	0	92	0	92
2	0	73	0	73
2	0	49	0	49
2	0	113	0	113
2	0	118	0	118
2	0	118	0	118
2	0	121	0	121
2	0	123	0	123
2	0	126	0	126
2	0	123	0	123
2	0	117	0	117
2	0	93	0	93
2	0	91	0	91
2	0	95	0	95
2	0	92	0	92
2	0	92	0	92
2	0	95	0	95
2	0	91	0	91
2	0	93	0	93
2	0	95	0	95
2	0	90	0	90
2	0	34	0	34
2	0	78	0	78
2	0	82	0	82
2	0	55	0	55
2	0	69	0	69
2	0	80	0	80
2	0	92	0	92
2	0	89	0	89
2	0	85	0	85
2	0	90	0	90
2	0	88	0	88
2	0	90	0	90
2	0	88	0	88
2	0	136	0	136
2	0	209	0	209
2	0	224	0	224
2	0	214	0	214
2	0	118	0	118
2	0	199	0	199
2	0	215	0	215
2	0	220	0	220
2	0	216	0	216
2	0	214	0	214
2	0	218	0	218
2	0	214	0	214
2	0	204	0	204
2	0	225	0	225
2	0	75	0	75
2	0	176	0	176
2	0	212	0	212
2	0	250	0	250
2	0	273	0	273
2	0	279	0	279
2	0	286	0	286
2	0	283	0	283
2	0	139	0	139
2	0	268	0	268
2	0	280	0	280
2	0	37	0	37
2	0	267	0	267
2	0	298	0	298
2	0	304	0	304
2	0	294	0	294
2	0	134	0	134
2	0	287	0	287
2	0	403	0	403
2	0	440	0	440
2	0	409	0	409
2	0	333	0	333
2	0	266	0	266
2	0	443	0	443
2	0	425	0	425
2	0	440	0	440
2	0	376	0	376
2	0	263	0	263
2	0	444	0	444
2	0	442	0	442
2	0	449	0	449
2	0	352	0	352
2	0	316	0	316
2	0	421	0	421
2	0	417	0	417
2	0	449	0	449
2	0	347	0	347
2	0	297	0	297
2	0	468	0	468
2	0	508	0	508
2	0	508	0	508
2	0	309	0	309
2	0	527	0	527
2	0	520	0	520
2	0	118	0	118
2	0	108	0	108
2	0	339	0	339
2	0	495	0	495
2	0	548	0	548
2	0	554	0	554
2	0	324	0	324
2	0	530	0	530
2	0	550	0	550
2	0	531	0	531
2	0	324	0	324
2	0	438	0	438
2	0	554	0	554
2	0	535	0	535
2	0	424	0	424
2	0	351	0	351
2	0	563	0	563
2	0	520	0	520
2	0	517	0	517
2	0	278	0	278
2	0	552	0	552
2	0	556	0	556
2	0	540	0	540
2	0	265	0	265
2	0	542	0	542
2	0	538	0	538
2	0	553	0	553
2	0	334	0	334
2	0	531	0	531
2	0	548	0	548
2	0	526	0	526
2	0	265	0	265
2	0	529	0	529
2	0	529	0	529
2	0	550	0	550
2	0	256	0	256
2	0	533	0	533
2	0	521	0	521
2	0	508	0	508
2	0	302	0	302
2	0	512	0	512
2	0	536	0	536
2	0	547	0	547
2	0	352	0	352
2	0	434	0	434
2	0	546	0	546
2	0	523	0	523
2	0	448	0	448
2	0	350	0	350
2	0	617	0	617
2	0	546	0	546
2	0	438	0	438
2	0	332	0	332
3	0	431	0	431
3	0	5	0	5
2	0	9	0	9
2	0	458	0	458
2	0	317	0	317
2	0	513	0	513
2	0	550	0	550
2	0	540	0	540
2	0	264	0	264
2	0	541	0	541
63	0	427	0	427
2	0	329	0	329
2	0	552	0	552
2	0	526	0	526
2	0	511	0	511
2	0	519	0	519
2	0	523	0	523
2	0	511	0	511
2	0	536	0	536
2	0	539	0	539
2	0	513	0	513
2	0	528	0	528
2	0	495	0	495
2	0	516	0	516
2	0	521	0	521
2	0	514	0	514
2	0	530	0	530
2	0	510	0	510
2	0	517	0	517
2	0	524	0	524
2	0	505	0	505
2	0	522	0	522
2	0	492	0	492
2	0	581	0	581
2	0	533	0	533
2	0	511	0	511
2	0	506	0	506
2	0	526	0	526
2	0	507	0	507
2	0	519	0	519
2	0	529	0	529
2	0	505	0	505
2	0	511	0	511
2	0	509	0	509
2	0	487	0	487
2	0	523	0	523
2	0	503	0	503
2	0	516	0	516
2	0	538	0	538
2	0	509	0	509
2	0	524	0	524
2	0	520	0	520
2	0	519	0	519
2	0	485	0	485
2	0	589	0	589
2	0	516	0	516
2	0	525	0	525
2	0	509	0	509
2	0	530	0	530
2	0	507	0	507
2	0	532	0	532
2	0	529	0	529
2	0	508	0	508
2	0	531	0	531
2	0	529	0	529
2	0	509	0	509
2	0	525	0	525
2	0	514	0	514
2	0	540	0	540
2	0	515	0	515
2	0	511	0	511
2	0	533	0	533
2	0	509	0	509
2	0	519	0	519
2	0	498	0	498
2	0	583	0	583
2	0	516	0	516
2	0	534	0	534
2	0	489	0	489
2	0	531	0	531
2	0	536	0	536
2	0	508	0	508
2	0	509	0	509
2	0	508	0	508
2	0	523	0	523
2	0	532	0	532
2	0	521	0	521
2	0	507	0	507
2	0	519	0	519
2	0	516	0	516
2	0	517	0	517
2	0	514	0	514
2	0	517	0	517
2	0	521	0	521
2	0	494	0	494
2	0	511	0	511
2	0	517	0	517
2	0	577	0	577
3	0	455	0	455
3	0	3	0	3
2	0	7	0	7
3	0	3	0	3
2	0	488	0	488
2	0	494	0	494
2	0	530	0	530
2	0	531	0	531
2	0	529	0	529
2	0	529	0	529
2	0	522	0	522
2	0	540	0	540
2	0	526	0	526
2	0	507	0	507
2	0	541	0	541
2	0	524	0	524
2	0	496	0	496
2	0	519	0	519
2	0	603	0	603
2	0	531	0	531
